pclass,age,sibsp,parch,fare,sex_female,sex_male,embarked_C,embarked_Q,embarked_S
0.8319355405326728,-0.7994992152649928,0.45915275521306004,-0.45014183284638093,-0.48130843823625913,1.0,0.0,0.0,0.0,1.0
0.8319355405326728,-1.0332466883860767,-0.4797787578886467,-0.45014183284638093,-0.48359940478539637,1.0,0.0,0.0,1.0,0.0
0.8319355405326728,-0.09825679590174125,0.45915275521306004,1.9855093247255098,-0.18577943817806591,1.0,0.0,0.0,0.0,1.0
-1.574242666477571,0.13549067721934258,-0.4797787578886467,-0.45014183284638093,1.9185368172536756,1.0,0.0,1.0,0.0,0.0
-0.37115356297244917,-0.020340971528046637,-0.4797787578886467,-0.45014183284638093,-0.43117246391278946,1.0,0.0,0.0,0.0,1.0
0.8319355405326728,-0.09825679590174125,0.45915275521306004,-0.45014183284638093,-0.3364261219302707,0.0,1.0,0.0,1.0,0.0
0.8319355405326728,-0.5657517421439089,-0.4797787578886467,-0.45014183284638093,-0.460306964072414,1.0,0.0,0.0,0.0,1.0
0.8319355405326728,-0.6436675665176036,-0.4797787578886467,-0.45014183284638093,-0.48130843823625913,0.0,1.0,0.0,0.0,1.0
-0.37115356297244917,-0.17617262027543587,-0.4797787578886467,-0.45014183284638093,-0.43117246391278946,1.0,0.0,0.0,0.0,1.0
0.8319355405326728,0.2913223259667318,0.45915275521306004,0.7676837459395645,-0.2412060482378394,0.0,1.0,0.0,0.0,1.0
0.8319355405326728,-0.7994992152649928,-0.4797787578886467,-0.45014183284638093,-0.48083470652634647,1.0,0.0,0.0,1.0,0.0
0.8319355405326728,-0.09825679590174125,-0.4797787578886467,-0.45014183284638093,-0.4775981714842236,1.0,0.0,0.0,0.0,1.0
-0.37115356297244917,-0.4099200933965197,1.3980842683147667,0.7676837459395645,-0.11850953537047759,1.0,0.0,0.0,0.0,1.0
0.8319355405326728,-0.955330864012382,-0.4797787578886467,-0.45014183284638093,-0.48359940478539637,1.0,0.0,0.0,1.0,0.0
0.8319355405326728,0.2913223259667318,-0.4797787578886467,-0.45014183284638093,-0.46599174459136505,0.0,1.0,1.0,0.0,0.0
0.8319355405326728,-0.020340971528046637,-0.4797787578886467,-0.45014183284638093,-0.4775981714842236,0.0,1.0,0.0,0.0,1.0
-1.574242666477571,0.5250697990878157,0.45915275521306004,-0.45014183284638093,0.8640100309882417,0.0,1.0,0.0,0.0,1.0
-0.37115356297244917,-0.48783591777021434,1.3980842683147667,0.7676837459395645,-0.4122231955162857,0.0,1.0,0.0,0.0,1.0
-1.574242666477571,-1.8124049321230227,-0.4797787578886467,1.9855093247255098,1.9185368172536756,0.0,1.0,1.0,0.0,0.0
0.8319355405326728,-0.8774150396386874,-0.4797787578886467,-0.45014183284638093,-0.4775981714842236,0.0,1.0,0.0,0.0,1.0
-1.574242666477571,1.3821438671984565,0.45915275521306004,0.7676837459395645,0.3657238590874586,1.0,0.0,0.0,0.0,1.0
0.8319355405326728,0.40819606252727375,-0.4797787578886467,-0.45014183284638093,-0.4817821699461717,0.0,1.0,0.0,1.0,0.0
-1.574242666477571,2.083386286561708,-0.4797787578886467,-0.45014183284638093,-0.04847682923067906,0.0,1.0,1.0,0.0,0.0
0.8319355405326728,-0.09825679590174125,-0.4797787578886467,-0.45014183284638093,-0.4775981714842236,0.0,1.0,0.0,0.0,1.0
0.8319355405326728,-0.09825679590174125,-0.4797787578886467,-0.45014183284638093,-0.4805201486709645,1.0,0.0,0.0,0.0,1.0
0.8319355405326728,-0.8774150396386874,-0.4797787578886467,-0.45014183284638093,-0.48280922029326223,1.0,0.0,0.0,0.0,1.0
0.8319355405326728,-0.09825679590174125,-0.4797787578886467,-0.45014183284638093,-0.4832829520031748,1.0,0.0,0.0,1.0,0.0
0.8319355405326728,-0.8774150396386874,-0.4797787578886467,-0.45014183284638093,-0.4832829520031748,0.0,1.0,0.0,0.0,1.0
-1.574242666477571,0.9925647453299833,-0.4797787578886467,-0.45014183284638093,3.6812925098384373,1.0,0.0,1.0,0.0,0.0
0.8319355405326728,1.0704805697036779,0.45915275521306004,6.85681163986929,0.258580905719947,1.0,0.0,0.0,0.0,1.0
0.8319355405326728,-0.09825679590174125,-0.4797787578886467,-0.45014183284638093,-0.4805201486709645,0.0,1.0,0.0,0.0,1.0
0.8319355405326728,-0.2540884446491305,-0.4797787578886467,-0.45014183284638093,-0.4806774275986555,0.0,1.0,0.0,0.0,1.0
0.8319355405326728,-0.4099200933965197,-0.4797787578886467,-0.45014183284638093,-0.4534378542786814,0.0,1.0,0.0,0.0,1.0
0.8319355405326728,-0.5657517421439089,-0.4797787578886467,-0.45014183284638093,0.12190930741016374,1.0,0.0,0.0,0.0,1.0
0.8319355405326728,-0.09825679590174125,-0.4797787578886467,-0.45014183284638093,-0.4775981714842236,0.0,1.0,0.0,0.0,1.0
0.8319355405326728,-0.09825679590174125,-0.4797787578886467,-0.45014183284638093,-0.4832829520031748,1.0,0.0,0.0,1.0,0.0
0.8319355405326728,-0.7994992152649928,-0.4797787578886467,-0.45014183284638093,-0.4775981714842236,0.0,1.0,0.0,0.0,1.0
-0.37115356297244917,1.693807164693235,-0.4797787578886467,-0.45014183284638093,-0.3928001954098694,0.0,1.0,0.0,0.0,1.0
0.8319355405326728,-0.09825679590174125,-0.4797787578886467,-0.45014183284638093,-0.4965474398807274,0.0,1.0,0.0,0.0,1.0
0.8319355405326728,-0.09825679590174125,-0.4797787578886467,-0.45014183284638093,-0.4832829520031748,1.0,0.0,0.0,1.0,0.0
-0.37115356297244917,-0.09825679590174125,-0.4797787578886467,-0.45014183284638093,-0.3837992929215301,0.0,1.0,0.0,0.0,1.0
0.8319355405326728,-0.7994992152649928,-0.4797787578886467,-0.45014183284638093,-0.4374105630689185,0.0,1.0,0.0,0.0,1.0
0.8319355405326728,2.784628705924959,-0.4797787578886467,-0.45014183284638093,-0.4832829520031748,0.0,1.0,0.0,1.0,0.0
0.8319355405326728,-1.0332466883860767,-0.4797787578886467,-0.45014183284638093,-0.4501217323092932,0.0,1.0,0.0,0.0,1.0
-1.574242666477571,-0.48783591777021434,-0.4797787578886467,0.7676837459395645,0.5704536497701247,0.0,1.0,1.0,0.0,0.0
-1.574242666477571,0.05757485284564798,-0.4797787578886467,-0.45014183284638093,2.493963565869786,1.0,0.0,0.0,0.0,1.0
-1.574242666477571,0.7588172722088995,0.45915275521306004,0.7676837459395645,0.879169445705445,1.0,0.0,0.0,0.0,1.0
-0.37115356297244917,0.05757485284564798,-0.4797787578886467,-0.45014183284638093,-0.3837992929215301,0.0,1.0,0.0,0.0,1.0
0.8319355405326728,-0.2540884446491305,-0.4797787578886467,-0.45014183284638093,-0.48083470652634647,0.0,1.0,0.0,1.0,0.0
-1.574242666477571,-0.4099200933965197,0.45915275521306004,-0.45014183284638093,0.5068163217141461,0.0,1.0,0.0,0.0,1.0
-1.574242666477571,-0.09825679590174125,0.45915275521306004,-0.45014183284638093,0.9269367614793516,0.0,1.0,1.0,0.0,0.0
0.8319355405326728,-0.3320042690228251,-0.4797787578886467,-0.45014183284638093,-0.4805201486709645,0.0,1.0,0.0,0.0,1.0
0.8319355405326728,-1.1111625127597713,-0.4797787578886467,-0.45014183284638093,-0.47799231626687094,1.0,0.0,0.0,1.0,0.0
0.8319355405326728,-0.09825679590174125,-0.4797787578886467,-0.45014183284638093,-0.4832829520031748,0.0,1.0,0.0,1.0,0.0
0.8319355405326728,-0.5657517421439089,-0.4797787578886467,-0.45014183284638093,-0.4927575862014267,0.0,1.0,0.0,0.0,1.0
0.8319355405326728,-0.09825679590174125,7.0316733469250075,1.9855093247255098,0.687781834900757,0.0,1.0,0.0,0.0,1.0
-1.574242666477571,-0.5657517421439089,-0.4797787578886467,-0.45014183284638093,1.9400120231274331,0.0,1.0,1.0,0.0,0.0
-1.574242666477571,1.226312218451067,-0.4797787578886467,-0.45014183284638093,-0.06734651069991748,0.0,1.0,1.0,0.0,0.0
-1.574242666477571,-0.955330864012382,-0.4797787578886467,1.9855093247255098,1.4710176303139655,0.0,1.0,1.0,0.0,0.0
0.8319355405326728,-0.2540884446491305,-0.4797787578886467,-0.45014183284638093,-0.4775981714842236,0.0,1.0,0.0,0.0,1.0
0.8319355405326728,0.05757485284564798,0.45915275521306004,-0.45014183284638093,-0.3354786585104455,1.0,0.0,0.0,0.0,1.0
0.8319355405326728,-0.5657517421439089,-0.4797787578886467,-0.45014183284638093,-0.4595963665075451,0.0,1.0,0.0,0.0,1.0
0.8319355405326728,-0.09825679590174125,-0.4797787578886467,-0.45014183284638093,-0.4501217323092932,0.0,1.0,0.0,0.0,1.0
0.8319355405326728,-0.6436675665176036,-0.4797787578886467,-0.45014183284638093,-0.4775981714842236,0.0,1.0,0.0,0.0,1.0
-0.37115356297244917,0.05757485284564798,-0.4797787578886467,-0.45014183284638093,-0.3837992929215301,0.0,1.0,0.0,0.0,1.0
0.8319355405326728,-0.3320042690228251,-0.4797787578886467,-0.45014183284638093,-0.4851778788428252,0.0,1.0,0.0,0.0,1.0
-1.574242666477571,1.5379755159458457,-0.4797787578886467,-0.45014183284638093,-0.6301397820760788,0.0,1.0,0.0,0.0,1.0
-0.37115356297244917,-0.8774150396386874,-0.4797787578886467,-0.45014183284638093,-0.4122231955162857,0.0,1.0,0.0,0.0,1.0
0.8319355405326728,-1.5786574590019389,0.45915275521306004,0.7676837459395645,-0.341243025956662,1.0,0.0,1.0,0.0,0.0
-1.574242666477571,-0.020340971528046637,-0.4797787578886467,-0.45014183284638093,3.572413803485806,1.0,0.0,0.0,0.0,1.0
-1.574242666477571,0.7588172722088995,-0.4797787578886467,-0.45014183284638093,-0.6301397820760788,0.0,1.0,0.0,0.0,1.0
