numeric__alcohol,numeric__malic_acid,numeric__ash,numeric__alcalinity_of_ash,numeric__magnesium,numeric__total_phenols,numeric__flavanoids,numeric__nonflavanoid_phenols,numeric__proanthocyanins,numeric__color_intensity,numeric__hue,numeric__od280/od315_of_diluted_wines,numeric__proline
0.38580088975325294,-0.63787118288863,1.7766681674092757,-1.2245316078071988,0.6964303162385999,0.5268652541303523,0.732292122015876,-0.16954890138915316,-0.4157834408934856,-0.16746725189272324,0.6243781871729691,0.2529081971957495,0.46772474064661973
0.9485189188615136,-0.7654454194663559,1.2531738266934556,0.853284059929838,0.09178497374340246,1.1727954599279784,1.333181460579998,-0.5904570132293593,1.349742023164342,0.3053031297883495,1.0671553674494452,0.1510480886007029,1.8157677312543732
0.5233541857574956,-0.5194093917807415,0.9540342034272719,-1.0464331220011667,-0.4456775529189953,0.9305716327538688,1.006381995746879,-0.16954890138915316,-0.26000178230014814,-0.08150900067798271,-0.1283430192970415,0.8931717369360441,1.516202622230428
0.9735286090441024,-0.5558591736600917,0.1687926923535401,-1.0761162029688391,-0.7144088162501941,0.5268652541303523,0.8166274677792612,-0.5904570132293593,0.36312485207320305,0.26232400418097906,0.8900444953388544,0.42752552621582984,1.932265273652574
0.4358202701184327,0.8201200922853819,0.056615333628720343,0.5564532502531184,-0.512860368751795,-0.5550678405806717,-1.2917561763053775,0.7564489446592993,-0.6061832458408987,1.4743353463088196,-1.7666185863200055,-1.4350593166650256,-0.2978305379701291
-0.25194620990277405,0.045562227349188106,-0.31730919545400943,-0.03720836910032067,-0.9159572637485933,-1.4270736184074673,-1.5553041318159575,1.0089938117634225,-1.6620367096401878,2.110425975506643,-1.6780631502647105,-1.420507872580019,-0.8969607560180195
-0.952217535015273,-1.0479312290313207,-2.2991091995924746,-0.8386515552274633,3.4509257653833885,-0.6842538817401967,-0.7435764288433714,-1.8531813487499762,1.5574509012887925,-0.9196019500217021,1.4656548296982748,0.6749000756609433,-0.0714924555964816
0.6609074817617361,0.7107707466473309,0.9540342034272719,1.2985302744449174,1.5698069220649962,-1.4109253632625265,-0.4378608004510987,-1.179728369805647,-0.6061832458408987,1.551697772402086,-1.589507714209415,-1.9007055273852396,-0.7971057196767044
0.9985382992266912,-0.4009476006728531,1.1783889208769096,-0.7496023123244472,1.0323443954025986,1.1727954599279784,0.848253222440531,0.2513592104510525,0.138106900771715,0.5631778834325707,0.801489059283559,0.47117985847085025,2.1153328402783185
2.324051878903925,-0.63787118288863,-0.7286261774450113,-1.6697778223222783,-0.1769462895877964,0.8498303570291651,1.0485496686285718,-0.5904570132293593,0.657379096082841,0.09040750175149836,0.5801004691453214,0.35476830579079666,1.0169274405238526
-1.1147805212021045,-0.9203569924535946,-0.24252428963746347,1.17979795057423,-1.9908823170733887,-0.11906495166727367,-0.4167769640102523,0.5039040775551756,-0.38116529453941095,-1.3966702442635115,0.5358227511176736,0.8786202928510372,-0.3810430682545583
-1.439906493575765,-0.5649716191299293,-1.8130073117849268,-0.03720836910032067,-0.9159572637485933,0.3653827026809457,-0.3640673729081365,0.08299596571497003,-0.31192900183126077,-1.2591370423199268,-0.03978758324174658,-0.2418409016944776,-1.0800283226437637
1.5612563283349519,1.5035535025231999,0.5427172214362682,-1.907242470063654,1.905721001228995,1.1727954599279784,1.111801177951111,-1.3480916145417294,0.8304698278532163,0.047428376144127905,-0.26117617337998467,1.3442665035712509,0.06830459528135949
0.6358977915791474,-0.48295960990139114,0.1687926923535401,0.2596224405763989,0.02460215791060274,0.688347805579759,1.0485496686285718,-0.8430018803334824,0.4496702179583908,0.047428376144127905,0.40298959703473053,1.2569578390612113,0.6008647891017065
-0.339480125541837,1.1026059018503462,-0.018169572187825608,0.5564532502531184,0.427699052907401,-0.9264777089143068,-0.827911774606757,-1.6006364816458527,-1.3158552460994373,0.004449250536757827,-0.748231071684109,-1.9152569714702463,-0.4642555985389875
-1.1147805212021045,-0.464734718961716,-0.16773938382091752,-0.33403917877704026,-1.2518713429125918,-1.087960260363713,-0.5116542279940611,1.3457203012355874,0.06887060806356482,-1.1130080152548683,0.5801004691453214,-0.48921545113959114,-0.8636757439042477
-0.7521400135545606,-0.6469836283584676,-0.24252428963746347,1.446945679283277,-0.7815916320829939,-0.08676844137739233,0.4898280029461426,0.3355408328190937,0.5189065106665406,-1.2333495669555048,-0.26117617337998467,0.2529081971957495,-1.323008911074297
