alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280_od315_of_diluted_wines,proline
-0.6615081914047213,0.6056739219333636,1.0080872752807775,2.429255475202874,-0.2015095889468678,-0.5949713552560669,-1.4524924420781584,2.2706240450824815,-0.7658877150722949,1.0840381553346816,-1.247328770308623,-1.268903683830244,0.46304803033506053
1.523578197244746,-0.5696808759462267,0.23391363250785144,-1.30990851001954,2.005253518800326,0.867566425119493,1.0550311541875612,-0.6484141090975322,1.3546525336782265,0.27119419447233717,0.33808475765767904,1.8874206450573683,1.0566587934085547
-0.035444113757962324,0.9796504485314155,-0.06100965997707308,-0.3587176716734872,0.4605193433772904,-1.4237427641355511,-1.3311606551620752,0.35239897233561535,-1.1346773235506464,0.11386955688607725,-1.2044797560392635,-1.2400788041143753,-0.19473686928691952
0.40648347046327726,0.7926621852323897,0.049586574704772804,0.6252728507534638,-0.5693034402380668,-0.5462200959102149,-1.2704947617040336,0.76940442293276,-0.5630534304092014,1.486090006944013,-1.7615169415409373,-1.4274405222675213,-0.27495453997252683
0.3696561717781725,-0.33817159757600435,1.1555489215232397,-0.9163123010487593,0.1662842623443312,1.1925748207585067,1.226917852318679,-0.3982108387392455,0.192965266971419,0.4285188320585975,0.4666318004657577,0.33087714040046345,1.714443693030535
0.627447262573897,0.6858117490615178,0.9343564521595464,1.445264952775923,1.711018437767367,-1.4074923443536003,-0.4515052000204719,-1.1488206498141063,-0.5630534304092014,1.564752325737143,-1.5901208844634995,-1.888638597721419,-0.7562605640861708
-1.1157115418543284,-0.2402253644193717,-2.4572614114170834,-0.686714512482471,-0.2015095889468678,-0.058707502451694815,0.155153734559944,-0.8152162893363902,-0.286461224050438,-0.7514159498383539,1.3236120858529479,0.5038264186956752,-0.08243213032706928
0.7256533924008394,0.20498478629259437,1.1924143330838546,1.609263373180415,0.3869605731190506,-1.1637360476243401,-1.1896069037599784,0.2689978822161863,-0.028308498115591694,1.5909730986681865,-0.9473856704231066,-1.1680166048247038,0.04591614276990244
-0.07227141244306708,0.40978145562009877,1.229279744644471,0.461274430348972,-0.2750683592051076,-1.1799864674062908,-1.533380300022214,1.436613143888192,-1.4850274516050803,-0.18329920299908112,-0.818838627615028,-0.43298217207005435,-0.4353898813437415
-0.207304840955112,0.9084168244175008,-0.24533671778015173,-0.030720830864503543,-0.8635385212710259,-1.277488986097995,-1.371604584134103,0.35239897233561535,-1.0793588822788935,2.290193710162676,-1.0330836989618257,-1.2400788041143753,-0.1626498010126766
-0.6983354900898239,-0.6587229060886198,-0.6508562449469222,0.9532696915624475,0.6076368838937699,-0.43246715743656017,0.07426587661588845,-0.14800756838095844,0.10076786485183145,-1.2933119237465833,0.42378278619639814,0.5038264186956752,-1.2536101223369363
-0.18275330849837695,0.5433445008336885,0.89749104059893,1.445264952775923,0.09272549208609139,0.08754627558586096,-1.4322704775921444,1.436613143888192,-1.3743905690615748,-0.04345508070018305,-0.3046504563827138,-0.6635812097970034,-0.4674769496179844
-0.9438508146571787,-0.9436574025442781,-1.5724915339623105,-0.1947192512689954,-0.5693034402380668,0.1525479547136637,0.023710965400853955,0.2689978822161863,0.9674234447759574,-1.0136236791487874,-0.4331974991907925,0.5903010578432811,-1.359497447641938
1.1184779117086088,-0.5963934849889447,-0.9089141258712303,-1.1787097736959464,0.09272549208609139,1.3550790185780135,1.38869356820679,-1.2322217399335351,1.078060327319463,0.47222012027700294,-0.2189524278439947,1.0370866934392446,0.7999622472146113
-0.587853594034514,-0.9881784176154748,-0.42966377558322877,-0.686714512482471,-1.0842148320457454,-0.43246715743656017,-1.4524924420781584,2.0204207747241942,-0.5630534304092014,0.18816174685736675,-0.9045366561537471,-1.5859773607047987,-0.27495453997252683
-0.33006250323878944,-0.5340640638892694,-0.31906754090138284,0.9532696915624475,-1.157773602303985,-1.4399931839175018,-0.25939653740334023,1.0196076932910467,0.13764682569966621,-0.7514159498383539,-0.3474994706520734,-0.2744453336327772,-0.7947650460152623
0.6397230288022645,-0.4895430488180727,1.0449526868413923,-0.1947192512689954,0.7547544244102495,0.13629753493171337,0.5191490953081935,-0.5650130189781036,-0.028308498115591694,-0.3581043558727033,0.5951788432738364,0.37411445997426673,1.1529199982312834
0.07503778229734757,-0.5162556578607908,-0.9826449489924615,-0.8507129328869627,0.5340781136355301,1.1925748207585067,0.9943652607295196,-0.6484141090975322,0.875226042656369,0.008986465161903717,-0.3474994706520734,1.0659115731551132,0.479091564472182
