mean_radius,mean_texture,mean_perimeter,mean_area,mean_smoothness,mean_compactness,mean_concavity,mean_concave_points,mean_symmetry,mean_fractal_dimension,radius_error,texture_error,perimeter_error,area_error,smoothness_error,compactness_error,concavity_error,concave_points_error,symmetry_error,fractal_dimension_error,worst_radius,worst_texture,worst_perimeter,worst_area,worst_smoothness,worst_compactness,worst_concavity,worst_concave_points,worst_symmetry,worst_fractal_dimension
-0.902911834756441,-0.16829040106849774,-0.887183928469318,-0.8087477639672426,0.31336281818915174,-0.5517618868355262,-0.49901129131001193,-0.5035773131473753,-1.1495967040736186,0.44818545938689264,-0.09337794996172281,0.9121639851645669,0.06903236054533389,-0.31188930831526646,0.9162482749581163,-0.22814270867662834,-0.3988336028002003,-0.027589429492350482,0.04267987272856024,-0.4215804846298347,-0.791938326282674,-0.025476216514079313,-0.7240607919063718,-0.7086703109818532,0.19057458584920706,-0.5686187847141588,-0.6424224806086418,-0.5470400131822439,-1.0358505067059351,-0.38904052568362674
-1.8056414889482095,1.1748823238509967,-1.8142957312606427,-1.3456984100794687,-3.053610601321236,-1.140785997431178,-1.1209018816691358,-1.2670573543480914,-0.7830723797453537,-0.5588927573484191,-0.0722974085629639,0.35833440441021186,-0.15447227080617437,-0.4495698460320318,0.08841845594193301,-1.1871562116893701,-1.042944465685508,-1.934039612783711,0.7827500428267656,-0.39143228703054955,-1.3921184831044457,0.7404796405918732,-1.4183433410457813,-1.0591747476966833,-1.8299656570530134,-1.2008234737665224,-1.3208824915954036,-1.7493081399797608,-0.04063756768719161,-0.7663193193170306
0.08498099435907969,0.09808671076427591,0.10676904568479906,-0.03457289060437706,0.11037174747133842,0.19925336069605049,0.059985833195640846,0.25339283684255703,0.2765821024710166,0.1382092640853257,-0.4047479139007687,1.102048412851774,-0.23626545504544982,-0.28966937236399365,0.3783365384815062,0.20939282836935272,0.031976225591932625,0.416423643499317,-0.7221832678921981,0.22219383239880353,0.00925325534421484,0.8188342063501018,0.06259663877107728,-0.09984513631526898,0.4870716435042588,0.30543771815735626,0.213820961019127,0.6363259647978656,-0.2862304381224626,0.49345431483548896
0.42279492155662823,0.010046817870392945,0.33452414810616565,0.29526822057884755,-1.2372634164608074,-0.9023624226452039,-0.5914646861146147,-0.52571094326404,-0.9282305279941717,-1.1664461001394903,-0.611060753491901,-0.39628037673191197,-0.6366716244028329,-0.3866479713288947,-1.4617195270484569,-0.9315917619956269,-0.6186081133022726,-1.0800159549179533,-1.2787854561235117,-0.920128727857038,0.33136081233416054,0.9483591007667664,0.2508766520970189,0.17911374315060669,-1.025935400706079,-0.4655281841584012,-0.23496207740979336,-0.4432306313705145,-0.34241181371223045,-0.8806462264786675
-0.724069167416562,-0.06670590926786386,-0.7299833958197877,-0.6959597181965793,-0.7396533611595028,-0.5019477109233051,-0.43096056125655596,-0.8952123683881246,0.828183065816524,-0.031244389346196735,-0.4154609759230888,0.37943267415323495,-0.31710755574705923,-0.42568860645823386,0.1200394232777442,-0.27816319714312043,0.3964329248928654,-0.48167120042174727,-0.21888596628437343,-0.1870128008695428,-0.6553484128755453,0.19839397136657508,-0.6160939717647772,-0.6259457604127494,-0.30649401080779176,-0.38330868678264357,-0.09081334986303095,-0.7334700777281248,0.22261230650486252,-0.08852408400160851
-0.5423877275792247,-1.1841353190748383,-0.5410126767817697,-0.5473749626851009,-1.048368947876176,-0.4827445362395864,-0.2606450557253557,-0.6072147812230523,-0.5689641110783479,-0.18692132298653993,-0.4838863398075849,-0.6914803342197093,-0.3689416085498558,-0.4327491468539654,-0.90071382566367,0.28471103514073703,0.3630945234470429,-0.13983065240474227,-0.1531845943996078,0.2846961932753703,-0.6431164803316233,-1.0312929892064464,-0.5802030942245197,-0.6097792162266876,-1.2788299498824467,-0.07087459675476476,0.1571224615174003,-0.3560368481160225,-0.35204290667047616,0.20545939155688783
0.04807695189212036,-0.5678560688176583,-0.06569768042413476,-0.06269887682930311,-2.231778696956758,-1.461536053782006,-1.0297063561816024,-1.1043100740784981,-1.0697597225367697,-1.258750122740401,-0.9552610687896697,-0.8868151482571976,-0.9648429990744837,-0.623591400491533,-1.2250952096815995,-1.241776285302206,-0.8867394895908097,-1.3385008888603145,-0.6304492769587521,-0.9068929337890593,-0.28023581486193816,-0.8138190924080968,-0.3804497675865288,-0.3437191752071379,-2.017020418426568,-1.289873514001189,-1.1351228313634758,-1.2412366721699315,-0.7035777996464515,-1.2666356416101008
0.45118264653121254,-1.2202542494928414,0.4170441127515884,0.30407534757857196,-0.09402898345979249,-0.1711207411245853,-0.22341212394010082,0.277870027795104,0.047958018979128506,-0.7806979459864292,-0.3280285665151214,-0.7185564470565888,-0.4283843296539804,-0.26703411050708953,-0.612216910195369,-0.584035609375002,-0.49981982853900236,0.158929073288536,-0.4655760229837751,-0.5579826957192834,0.24777593995069366,-1.0376892802887505,0.2038066487655333,0.06594793384817368,-0.41986053285237,-0.3757191947171891,-0.49971524033734704,0.34517189833618717,-0.27820452732392437,-0.7488980763209715
-0.41180419269613894,-0.4594992775636485,-0.43910052044467257,-0.46811081968758184,0.482522043787329,-0.5129752765832625,-0.7192642087288683,-0.7184037231032385,-0.34759793499890085,-0.42112555943661256,-0.6794861173763973,-0.4812009124475797,-0.621454287800177,-0.4815499407656394,-0.04659241582894675,-0.9080763829349427,-0.6127819848942648,-0.8654371464089692,0.01540760515375225,-0.7587255724169627,-0.5248744657403774,-0.7418608177321718,-0.5493134045382324,-0.5332461081118204,0.2821398536544432,-0.8418404990705224,-0.8307768179364114,-0.8953578361481784,-0.3343859029136922,-0.8485258097046839
-0.07115149300113209,-0.7055594910362953,-0.13914044895856106,-0.1732141156322956,-0.6008018301476655,-0.9259385975044232,-0.9319699102453081,-0.7233512404234341,-1.3745918338592866,-0.5602704293275377,-0.526393005250984,0.24405210996883717,-0.5401366453297345,-0.416551436534346,-0.46263907594394715,-0.998630715503592,-0.8728862509317689,-0.9367433350827239,-0.6205320887497309,-0.6473243056781407,-0.23946270638219838,-0.025476216514079313,-0.3127866377975187,-0.32686469297060544,-0.7250780922031588,-0.9708618641832497,-1.0669404832338572,-0.9023699236127006,-0.8576752869783859,-0.7260326948886437
